Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;EMS001__Luftemissionen__t
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-02;Forstwirtschaftl. Erzeugnisse und Dienstleistungen;UMWEM1;Luftemissionsart;EMISART02;Luftemissionsart SO2;134
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-02;Forstwirtschaftl. Erzeugnisse und Dienstleistungen;UMWEM1;Luftemissionsart;EMISART04;Luftemissionsart NMVOC;14869
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-02;Forstwirtschaftl. Erzeugnisse und Dienstleistungen;UMWEM1;Luftemissionsart;EMISART09;Luftemissionsart NH3;1
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-02;Forstwirtschaftl. Erzeugnisse und Dienstleistungen;UMWEM1;Luftemissionsart;EMISART10;Luftemissionsart Feinst10;404
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-02;Forstwirtschaftl. Erzeugnisse und Dienstleistungen;UMWEM1;Luftemissionsart;EMISART11;Luftemissionsart HFC;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-02;Forstwirtschaftl. Erzeugnisse und Dienstleistungen;UMWEM1;Luftemissionsart;EMISART12;Luftemissionsart PFC;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-02;Forstwirtschaftl. Erzeugnisse und Dienstleistungen;UMWEM1;Luftemissionsart;EMISART13;Luftemissionsart SF6;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-03;Fische und Fischereierz., Aquakulturerz., DL;UMWEM1;Luftemissionsart;EMISART08;Luftemissionsart CO2;54261
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-03;Fische und Fischereierz., Aquakulturerz., DL;UMWEM1;Luftemissionsart;EMISART07;Luftemissionsart CH4;1
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-03;Fische und Fischereierz., Aquakulturerz., DL;UMWEM1;Luftemissionsart;EMISART05;Luftemissionsart N2O;2
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-03;Fische und Fischereierz., Aquakulturerz., DL;UMWEM1;Luftemissionsart;EMISART03;Luftemissionsart NOX;678
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-03;Fische und Fischereierz., Aquakulturerz., DL;UMWEM1;Luftemissionsart;EMISART02;Luftemissionsart SO2;258
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-03;Fische und Fischereierz., Aquakulturerz., DL;UMWEM1;Luftemissionsart;EMISART04;Luftemissionsart NMVOC;37
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-03;Fische und Fischereierz., Aquakulturerz., DL;UMWEM1;Luftemissionsart;EMISART09;Luftemissionsart NH3;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-03;Fische und Fischereierz., Aquakulturerz., DL;UMWEM1;Luftemissionsart;EMISART10;Luftemissionsart Feinst10;248
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-03;Fische und Fischereierz., Aquakulturerz., DL;UMWEM1;Luftemissionsart;EMISART11;Luftemissionsart HFC;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-03;Fische und Fischereierz., Aquakulturerz., DL;UMWEM1;Luftemissionsart;EMISART12;Luftemissionsart PFC;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-03;Fische und Fischereierz., Aquakulturerz., DL;UMWEM1;Luftemissionsart;EMISART13;Luftemissionsart SF6;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-05;Kohle;UMWEM1;Luftemissionsart;EMISART08;Luftemissionsart CO2;1752124
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-05;Kohle;UMWEM1;Luftemissionsart;EMISART07;Luftemissionsart CH4;772889
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-05;Kohle;UMWEM1;Luftemissionsart;EMISART05;Luftemissionsart N2O;15
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-05;Kohle;UMWEM1;Luftemissionsart;EMISART03;Luftemissionsart NOX;1762
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-05;Kohle;UMWEM1;Luftemissionsart;EMISART02;Luftemissionsart SO2;3135
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-05;Kohle;UMWEM1;Luftemissionsart;EMISART04;Luftemissionsart NMVOC;2153
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-05;Kohle;UMWEM1;Luftemissionsart;EMISART09;Luftemissionsart NH3;11
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-05;Kohle;UMWEM1;Luftemissionsart;EMISART10;Luftemissionsart Feinst10;6190
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-05;Kohle;UMWEM1;Luftemissionsart;EMISART11;Luftemissionsart HFC;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-05;Kohle;UMWEM1;Luftemissionsart;EMISART12;Luftemissionsart PFC;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-05;Kohle;UMWEM1;Luftemissionsart;EMISART13;Luftemissionsart SF6;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-06;Erdöl und Erdgas;UMWEM1;Luftemissionsart;EMISART08;Luftemissionsart CO2;2936879
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-06;Erdöl und Erdgas;UMWEM1;Luftemissionsart;EMISART07;Luftemissionsart CH4;7847
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-06;Erdöl und Erdgas;UMWEM1;Luftemissionsart;EMISART05;Luftemissionsart N2O;14
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-06;Erdöl und Erdgas;UMWEM1;Luftemissionsart;EMISART03;Luftemissionsart NOX;1418
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-06;Erdöl und Erdgas;UMWEM1;Luftemissionsart;EMISART02;Luftemissionsart SO2;332
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-06;Erdöl und Erdgas;UMWEM1;Luftemissionsart;EMISART04;Luftemissionsart NMVOC;925
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-06;Erdöl und Erdgas;UMWEM1;Luftemissionsart;EMISART09;Luftemissionsart NH3;3
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-06;Erdöl und Erdgas;UMWEM1;Luftemissionsart;EMISART10;Luftemissionsart Feinst10;25
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-06;Erdöl und Erdgas;UMWEM1;Luftemissionsart;EMISART11;Luftemissionsart HFC;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-06;Erdöl und Erdgas;UMWEM1;Luftemissionsart;EMISART12;Luftemissionsart PFC;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-06;Erdöl und Erdgas;UMWEM1;Luftemissionsart;EMISART13;Luftemissionsart SF6;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-07-01;Erze, Steine und Erden, sonstige Bergbauerz., DL;UMWEM1;Luftemissionsart;EMISART08;Luftemissionsart CO2;1747172
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-07-01;Erze, Steine und Erden, sonstige Bergbauerz., DL;UMWEM1;Luftemissionsart;EMISART07;Luftemissionsart CH4;94
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-07-01;Erze, Steine und Erden, sonstige Bergbauerz., DL;UMWEM1;Luftemissionsart;EMISART05;Luftemissionsart N2O;2221
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-07-01;Erze, Steine und Erden, sonstige Bergbauerz., DL;UMWEM1;Luftemissionsart;EMISART03;Luftemissionsart NOX;2634
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-07-01;Erze, Steine und Erden, sonstige Bergbauerz., DL;UMWEM1;Luftemissionsart;EMISART02;Luftemissionsart SO2;2216
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-07-01;Erze, Steine und Erden, sonstige Bergbauerz., DL;UMWEM1;Luftemissionsart;EMISART04;Luftemissionsart NMVOC;158
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-07-01;Erze, Steine und Erden, sonstige Bergbauerz., DL;UMWEM1;Luftemissionsart;EMISART09;Luftemissionsart NH3;17
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-07-01;Erze, Steine und Erden, sonstige Bergbauerz., DL;UMWEM1;Luftemissionsart;EMISART10;Luftemissionsart Feinst10;15493
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-07-01;Erze, Steine und Erden, sonstige Bergbauerz., DL;UMWEM1;Luftemissionsart;EMISART11;Luftemissionsart HFC;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-07-01;Erze, Steine und Erden, sonstige Bergbauerz., DL;UMWEM1;Luftemissionsart;EMISART12;Luftemissionsart PFC;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-07-01;Erze, Steine und Erden, sonstige Bergbauerz., DL;UMWEM1;Luftemissionsart;EMISART13;Luftemissionsart SF6;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-10-01;Nahrungs- u. Futtermittel, Getränke, Tabakerzeugn.;UMWEM1;Luftemissionsart;EMISART08;Luftemissionsart CO2;11382261
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-10-01;Nahrungs- u. Futtermittel, Getränke, Tabakerzeugn.;UMWEM1;Luftemissionsart;EMISART07;Luftemissionsart CH4;764
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-10-01;Nahrungs- u. Futtermittel, Getränke, Tabakerzeugn.;UMWEM1;Luftemissionsart;EMISART05;Luftemissionsart N2O;214
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-10-01;Nahrungs- u. Futtermittel, Getränke, Tabakerzeugn.;UMWEM1;Luftemissionsart;EMISART03;Luftemissionsart NOX;15300
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-10-01;Nahrungs- u. Futtermittel, Getränke, Tabakerzeugn.;UMWEM1;Luftemissionsart;EMISART02;Luftemissionsart SO2;16289
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-10-01;Nahrungs- u. Futtermittel, Getränke, Tabakerzeugn.;UMWEM1;Luftemissionsart;EMISART04;Luftemissionsart NMVOC;16945
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-10-01;Nahrungs- u. Futtermittel, Getränke, Tabakerzeugn.;UMWEM1;Luftemissionsart;EMISART09;Luftemissionsart NH3;193
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-10-01;Nahrungs- u. Futtermittel, Getränke, Tabakerzeugn.;UMWEM1;Luftemissionsart;EMISART10;Luftemissionsart Feinst10;983
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-10-01;Nahrungs- u. Futtermittel, Getränke, Tabakerzeugn.;UMWEM1;Luftemissionsart;EMISART11;Luftemissionsart HFC;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-10-01;Nahrungs- u. Futtermittel, Getränke, Tabakerzeugn.;UMWEM1;Luftemissionsart;EMISART12;Luftemissionsart PFC;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-10-01;Nahrungs- u. Futtermittel, Getränke, Tabakerzeugn.;UMWEM1;Luftemissionsart;EMISART13;Luftemissionsart SF6;0
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-13-01;Textilien, Bekleidung, Leder und Lederwaren;UMWEM1;Luftemissionsart;EMISART08;Luftemissionsart CO2;2423522
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-13-01;Textilien, Bekleidung, Leder und Lederwaren;UMWEM1;Luftemissionsart;EMISART07;Luftemissionsart CH4;174
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-13-01;Textilien, Bekleidung, Leder und Lederwaren;UMWEM1;Luftemissionsart;EMISART05;Luftemissionsart N2O;44
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-13-01;Textilien, Bekleidung, Leder und Lederwaren;UMWEM1;Luftemissionsart;EMISART03;Luftemissionsart NOX;2920
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-13-01;Textilien, Bekleidung, Leder und Lederwaren;UMWEM1;Luftemissionsart;EMISART02;Luftemissionsart SO2;2260
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-13-01;Textilien, Bekleidung, Leder und Lederwaren;UMWEM1;Luftemissionsart;EMISART04;Luftemissionsart NMVOC;166
85111;Emittentenstruktur (Schadstoffe, Abfall, Abwasser);JAHR;Jahr;1995;DINSG;Deutschland insgesamt;DG;Deutschland;CP08U2;CPA 2008: Produktionsbereiche;CPA08-13-01;Textilien, Bekleidung, Leder und Lederwaren;UMWEM1;Luftemissionsart;EMISART09;Luftemissionsart NH3;30
